"DATE"|"CODE"|"STATION"|"SHORT_WAVE_FROM_SKY (W/m2 min)"|"SHORT_WAVE_REFLECTED(W/m2 min)"|"SHORT_WAVE_GLOBAL (W/m2 min)"|"IR_FROM_SKY_AVG (W/m2 min)"|"IR_FROM_EARTH_AVG (W/m2 min)"|"NET_RADIATION_AVG (W/m2 min)"
"2023:06:03 03:30"|"6434"|"MELLE"|0|0||285|354.5|-72.6
"2023:06:03 03:40"|"6434"|"MELLE"|0|0||284.4|354.9|-71.4
"2023:06:03 03:50"|"6434"|"MELLE"|0|0||284.3|352.8|-66.3
"2023:06:03 04:00"|"6434"|"MELLE"|4.3|0||284.2|352.4|-61.3
"2023:06:03 04:10"|"6434"|"MELLE"|10.5|0.3||284|351.7|-57.5
"2023:06:03 04:20"|"6434"|"MELLE"|25.2|5.6||284.2|355.1|-51.2
"2023:06:03 04:30"|"6434"|"MELLE"|48.6|12.3||284.1|358.9|-38.5
"2023:06:03 04:40"|"6434"|"MELLE"|66.4|20.4||284.1|361.9|-31.8
"2023:06:03 04:50"|"6434"|"MELLE"|87.9|26.4||283.6|364.3|-19.2
"2023:06:03 05:00"|"6434"|"MELLE"|111.6|31.9||284.6|366.5|-2.2
"2023:06:03 05:10"|"6434"|"MELLE"|135|37.2||285.7|369.8|13.7
"2023:06:03 05:20"|"6434"|"MELLE"|160.2|43.6||286.7|372.8|30.5
"2023:06:03 05:30"|"6434"|"MELLE"|185.7|49.5||288.3|377.2|47.4
"2023:06:03 05:40"|"6434"|"MELLE"|215.4|56.3||288.3|378.9|68.5
"2023:06:03 05:50"|"6434"|"MELLE"|243.6|63.2||289.3|382.5|87.2
"2023:06:03 06:00"|"6434"|"MELLE"|270.8|69||290.3|385.4|106.6
"2023:06:03 06:10"|"6434"|"MELLE"|298.3|74.7||292.1|390.1|125.6
"2023:06:03 06:20"|"6434"|"MELLE"|327.2|81.3||293.4|392.8|146.5
"2023:06:03 06:30"|"6434"|"MELLE"|357.2|88.9||293.7|393.4|168.5
"2023:06:03 06:40"|"6434"|"MELLE"|384|95.9||295|397.1|186
"2023:06:03 06:50"|"6434"|"MELLE"|409.5|102||296.7|403.2|201.1
"2023:06:03 07:00"|"6434"|"MELLE"|434.7|107.6||297.8|406.8|218.2
"2023:06:03 07:10"|"6434"|"MELLE"|459.6|113.4||298.3|410.6|234
"2023:06:03 07:20"|"6434"|"MELLE"|483.1|118.5||300.2|415.9|248.8
"2023:06:03 07:30"|"6434"|"MELLE"|505|124.3||301.5|418.9|263.2
"2023:06:03 07:40"|"6434"|"MELLE"|526.7|128.3||304.5|427.4|275.4
"2023:06:03 07:50"|"6434"|"MELLE"|545.3|131.1||306.1|433.5|286.9
"2023:06:03 08:00"|"6434"|"MELLE"|567.4|136.5||304.1|429.9|305.1
"2023:06:03 08:10"|"6434"|"MELLE"|592.9|141.9||305.7|434.1|322.5
"2023:06:03 08:20"|"6434"|"MELLE"|615.6|147.5||305.6|433.7|340.1
"2023:06:03 08:30"|"6434"|"MELLE"|642|154.5||306.1|435|358.7
"2023:06:03 08:40"|"6434"|"MELLE"|666.4|159.5||306.5|437.3|376
"2023:06:03 08:50"|"6434"|"MELLE"|688.1|163.7||308.5|443.2|389.6
"2023:06:03 09:00"|"6434"|"MELLE"|708.6|167.4||307.8|443.8|405.2
"2023:06:03 09:10"|"6434"|"MELLE"|729.1|171.3||309.3|449|418
"2023:06:03 09:20"|"6434"|"MELLE"|747.9|174.7||308.4|445.2|436.5
"2023:06:03 09:30"|"6434"|"MELLE"|768.6|178||309.8|449.5|450.9
"2023:06:03 09:40"|"6434"|"MELLE"|783.5|180.6||310|450.3|462.5
"2023:06:03 09:50"|"6434"|"MELLE"|798|182.9||310.1|450.1|475.1
"2023:06:03 10:00"|"6434"|"MELLE"|816.1|186.5||310.8|452.5|487.9
"2023:06:03 10:10"|"6434"|"MELLE"|825.6|187.6||313.6|461|490.6
"2023:06:03 10:20"|"6434"|"MELLE"|839|189.4||313.5|461.1|502
"2023:06:03 10:30"|"6434"|"MELLE"|851.5|192.4||314|459.9|513.3
"2023:06:03 10:40"|"6434"|"MELLE"|856.1|191.6||315.1|467.7|511.9
"2023:06:03 10:50"|"6434"|"MELLE"|866.1|193.1||316|467.2|521.8
"2023:06:03 11:00"|"6434"|"MELLE"|873|193.9||317.2|471.2|525.1
"2023:06:03 11:10"|"6434"|"MELLE"|877.6|194.8||317.6|471.9|528.5
"2023:06:03 11:20"|"6434"|"MELLE"|885.7|196.6||316.4|467.4|538.1
"2023:06:03 11:30"|"6434"|"MELLE"|892.5|198.8||316.7|468.7|541.7
"2023:06:03 11:40"|"6434"|"MELLE"|895.2|199.1||317.4|474.5|539
"2023:06:03 11:50"|"6434"|"MELLE"|892.9|197.3||317.3|474.6|538.2
"2023:06:03 12:00"|"6434"|"MELLE"|893.5|198.2||317.8|473.8|539.3
"2023:06:03 12:10"|"6434"|"MELLE"|891.6|198||317.9|471.5|540
"2023:06:03 12:20"|"6434"|"MELLE"|885.6|196.9||317.7|472.1|534.4
"2023:06:03 12:30"|"6434"|"MELLE"|879.9|195.6||318.3|475.9|526.7
"2023:06:03 12:40"|"6434"|"MELLE"|869.1|192.8||319.3|475.7|519.9
"2023:06:03 12:50"|"6434"|"MELLE"|866.9|193.2||317.2|474|517
"2023:06:03 13:00"|"6434"|"MELLE"|853.2|189.9||318.3|480.2|501.4
"2023:06:03 13:10"|"6434"|"MELLE"|844.7|189.1||317.5|474.1|499
"2023:06:03 13:20"|"6434"|"MELLE"|838.3|189||314.8|470.4|493.7
"2023:06:03 13:30"|"6434"|"MELLE"|827.5|188.3||314.6|469.3|484.5
"2023:06:03 13:40"|"6434"|"MELLE"|813|185.8||314.9|469|473.2
"2023:06:03 13:50"|"6434"|"MELLE"|797|182.4||315.3|468.9|460.9
"2023:06:03 14:00"|"6434"|"MELLE"|780.8|179.4||314.8|464.8|451.4
"2023:06:03 14:10"|"6434"|"MELLE"|763.6|176||314.7|467.7|434.6
"2023:06:03 14:20"|"6434"|"MELLE"|749|174.2||313|462.8|425
"2023:06:03 14:30"|"6434"|"MELLE"|730.2|171.2||312.8|461.3|410.5
"2023:06:03 14:40"|"6434"|"MELLE"|709.2|166.6||313.5|464.3|391.7
"2023:06:03 14:50"|"6434"|"MELLE"|689.1|162.9||311.5|459.4|378.3
"2023:06:03 15:00"|"6434"|"MELLE"|669.7|159.3||312.3|458.6|364.1
"2023:06:03 15:10"|"6434"|"MELLE"|646.2|154.4||311.6|454.7|348.7
"2023:06:03 15:20"|"6434"|"MELLE"|624.6|150||312.1|455|331.7
"2023:06:03 15:30"|"6434"|"MELLE"|603.8|145.7||310.2|451.5|316.8
"2023:06:03 15:40"|"6434"|"MELLE"|581.8|141||310.2|450|301
"2023:06:03 15:50"|"6434"|"MELLE"|559.9|136.7||309.7|445.7|287.1
"2023:06:03 16:00"|"6434"|"MELLE"|534.9|131||310.1|445.4|268.7
"2023:06:03 16:10"|"6434"|"MELLE"|510.5|125.6||310.2|442.3|252.8
"2023:06:03 16:20"|"6434"|"MELLE"|487.1|121.1||308.9|439.3|235.6
"2023:06:03 16:30"|"6434"|"MELLE"|460.4|114.5||309.5|439.6|215.9
"2023:06:03 16:40"|"6434"|"MELLE"|434.9|108.8||308.8|435.2|199.6
"2023:06:03 16:50"|"6434"|"MELLE"|407.2|102.5||308.7|433.8|179.5
"2023:06:03 17:00"|"6434"|"MELLE"|380.3|97.3||307.6|428.8|161.8
"2023:06:03 17:10"|"6434"|"MELLE"|350.9|90.8||308.5|428.9|139.7
"2023:06:03 17:20"|"6434"|"MELLE"|323.3|85.3||306.7|423.3|121.5
"2023:06:03 17:30"|"6434"|"MELLE"|294|79.7||307|421.1|100.3
"2023:06:03 17:40"|"6434"|"MELLE"|267.4|74.7||305.8|417|81.5
"2023:06:03 17:50"|"6434"|"MELLE"|239|68.9||305.3|414.4|61
"2023:06:03 18:00"|"6434"|"MELLE"|211.7|63.1||305|411.3|42.2
"2023:06:03 18:10"|"6434"|"MELLE"|184.2|57.1||305|408.3|23.7
"2023:06:03 18:20"|"6434"|"MELLE"|157.7|50.6||304.5|405.4|6.2
"2023:06:03 18:30"|"6434"|"MELLE"|132.7|44.6||303.3|402.2|-10.8
"2023:06:03 18:40"|"6434"|"MELLE"|107.6|37.4||302.6|398.9|-26.1
"2023:06:03 18:50"|"6434"|"MELLE"|80.3|28.7||301.5|395.1|-42
"2023:06:03 19:00"|"6434"|"MELLE"|57.2|20.7||299.9|391.7|-55.4
"2023:06:03 19:10"|"6434"|"MELLE"|43.5|16.2||298.9|388.5|-62.3
"2023:06:03 19:20"|"6434"|"MELLE"|28.1|10.1||298.1|385.1|-69
"2023:06:03 19:30"|"6434"|"MELLE"|14.6|4.2||297.5|381.9|-74
"2023:06:03 19:40"|"6434"|"MELLE"|4.1|0||296.7|380|-78.9
"2023:06:03 19:50"|"6434"|"MELLE"|0|0||295.8|376.8|-80.8
"2023:06:03 20:00"|"6434"|"MELLE"|0|0||295.1|376.7|-84
"2023:06:03 20:10"|"6434"|"MELLE"|0|0||294.1|374|-84
"2023:06:03 20:20"|"6434"|"MELLE"|0|0||293.3|372.5|-83.9
"2023:06:03 20:30"|"6434"|"MELLE"|0|0||292.5|369.8|-82.3
"2023:06:03 20:40"|"6434"|"MELLE"|0|0||291.7|369.9|-83.3
"2023:06:03 20:50"|"6434"|"MELLE"|0|0||290.8|368.4|-82.6
"2023:06:03 21:00"|"6434"|"MELLE"|0|0||290.2|366.4|-81.3
"2023:06:03 21:10"|"6434"|"MELLE"|0|0||289.7|361|-76.4
"2023:06:03 21:20"|"6434"|"MELLE"|0|0||288|349.5|-65.7
"2023:06:03 21:30"|"6434"|"MELLE"|0|0||287.5|350.7|-67.5
"2023:06:03 21:40"|"6434"|"MELLE"|0|0||286.8|349.2|-66.7
"2023:06:03 21:50"|"6434"|"MELLE"|0|0||286.4|349.8|-67.8
"2023:06:03 22:00"|"6434"|"MELLE"|0|0||285.7|349.6|-68.4
"2023:06:03 22:10"|"6434"|"MELLE"|0|0||285.5|352.8|-71.9
"2023:06:03 22:20"|"6434"|"MELLE"|0|0||285.3|351.5|-70.9
"2023:06:03 22:30"|"6434"|"MELLE"|0|0||284.7|353.4|-73.5
"2023:06:03 22:40"|"6434"|"MELLE"|0|0||284.2|352.1|-72.6
"2023:06:03 22:50"|"6434"|"MELLE"|0|0||283.8|352.5|-73.4
"2023:06:03 23:00"|"6434"|"MELLE"|0|0||283.4|344.5|-65.8
"2023:06:03 23:10"|"6434"|"MELLE"|0|0||283.1|344.4|-65.8
"2023:06:03 23:20"|"6434"|"MELLE"|0|0||282.5|344.6|-66.5
"2023:06:03 23:30"|"6434"|"MELLE"|0|0||281.5|348.9|-72.1
"2023:06:03 23:40"|"6434"|"MELLE"|0|0||280.8|347.4|-71.5
"2023:06:03 23:50"|"6434"|"MELLE"|0|0||280.4|343.6|-67.8
"2023:06:04 00:00"|"6434"|"MELLE"|0|0||279.8|348.1|-72.9
"2023:06:04 00:10"|"6434"|"MELLE"|0|0||279|346.2|-72.1
"2023:06:04 00:20"|"6434"|"MELLE"|0|0||278.5|344.3|-70.6
"2023:06:04 00:30"|"6434"|"MELLE"|0|0||278.2|342.6|-69
"2023:06:04 00:40"|"6434"|"MELLE"|0|0||277.5|343.2|-70.5
"2023:06:04 00:50"|"6434"|"MELLE"|0|0||276.5|343.5|-71.8
"2023:06:04 01:00"|"6434"|"MELLE"|0|0||275.9|344.9|-74
"2023:06:04 01:10"|"6434"|"MELLE"|0|0||276|340.6|-69.6
"2023:06:04 01:20"|"6434"|"MELLE"|0|0||275.4|332.7|-62.1
"2023:06:04 01:30"|"6434"|"MELLE"|0|0||274.6|327.7|-57.4
"2023:06:04 01:40"|"6434"|"MELLE"|0|0||274.1|325.9|-56.1
"2023:06:04 01:50"|"6434"|"MELLE"|0|0||274.4|330.7|-60
"2023:06:04 02:00"|"6434"|"MELLE"|0|0||274.1|344.2|-74.6
"2023:06:04 02:10"|"6434"|"MELLE"|0|0||273.6|347.2|-78.5
"2023:06:04 02:20"|"6434"|"MELLE"|0|0||273.4|347.2|-78.6
"2023:06:04 02:30"|"6434"|"MELLE"|0|0||273.7|346|-77.3
"2023:06:04 02:40"|"6434"|"MELLE"|0|0||273.8|343.1|-74.4
"2023:06:04 02:50"|"6434"|"MELLE"|0|0||273.7|336.8|-67.9
"2023:06:04 03:00"|"6434"|"MELLE"|0|0||273.1|329.8|-61.4
"2023:06:04 03:10"|"6434"|"MELLE"|0|0||272.8|326.6|-58.2
"2023:06:04 03:20"|"6434"|"MELLE"|0|0||272.7|325.7|-56.6
"2023:06:04 03:30"|"6434"|"MELLE"|0|0||272.2|325.2|-55.4
"2023:06:04 03:40"|"6434"|"MELLE"|0|0||271.2|325|-54.2
"2023:06:04 03:50"|"6434"|"MELLE"|0|0||270.7|323.8|-50.2
"2023:06:04 04:00"|"6434"|"MELLE"|1.6|0||270.6|323.8|-45.2
"2023:06:04 04:10"|"6434"|"MELLE"|6.9|0||270.6|326|-45.9
"2023:06:04 04:20"|"6434"|"MELLE"|23.1|5||271.8|331.6|-41.8
"2023:06:04 04:30"|"6434"|"MELLE"|53.1|14.5||272.9|342.5|-30.9
"2023:06:04 04:40"|"6434"|"MELLE"|71.1|23.5||272.9|349.4|-28.9
"2023:06:04 04:50"|"6434"|"MELLE"|91.4|28.2||272.6|352.5|-16.7
"2023:06:04 05:00"|"6434"|"MELLE"|114.3|33.1||273.5|356.9|-2.1
"2023:06:04 05:10"|"6434"|"MELLE"|139.2|39.7||274.9|362.3|12.1
"2023:06:04 05:20"|"6434"|"MELLE"|165.1|46.6||276.1|367.1|27.5
"2023:06:04 05:30"|"6434"|"MELLE"|192.2|53.3||276.8|371.5|44.1
"2023:06:04 05:40"|"6434"|"MELLE"|219|59.4||277.7|376.2|61
"2023:06:04 05:50"|"6434"|"MELLE"|247.5|66||278.6|379.9|80.1
"2023:06:04 06:00"|"6434"|"MELLE"|277|73||278.9|382.3|100.6
"2023:06:04 06:10"|"6434"|"MELLE"|306.9|80.7||280.3|386.1|120.4
"2023:06:04 06:20"|"6434"|"MELLE"|334.5|86.9||281.7|390.2|139
"2023:06:04 06:30"|"6434"|"MELLE"|360.2|92||282.5|394|156.7
"2023:06:04 06:40"|"6434"|"MELLE"|385.5|98||282.9|395.2|175.2
"2023:06:04 06:50"|"6434"|"MELLE"|413|104.6||285.3|401.6|192.1
"2023:06:04 07:00"|"6434"|"MELLE"|438.4|109.9||287.1|407.2|208.3
"2023:06:04 07:10"|"6434"|"MELLE"|462.7|115.4||288.2|410.3|225.1
"2023:06:04 07:20"|"6434"|"MELLE"|488.1|121.9||289.5|413|242.8
"2023:06:04 07:30"|"6434"|"MELLE"|507.8|125.3||292.4|421|254
"2023:06:04 07:40"|"6434"|"MELLE"|527.4|129.1||294.8|425.9|267.1
"2023:06:04 07:50"|"6434"|"MELLE"|548.6|134||296.3|429.1|281.8
"2023:06:04 08:00"|"6434"|"MELLE"|569.6|138.6||297.7|433.3|295.5
"2023:06:04 08:10"|"6434"|"MELLE"|590.7|143.2||299.3|436.2|310.6
"2023:06:04 08:20"|"6434"|"MELLE"|614.3|148.6||299.7|436.5|328.9
"2023:06:04 08:30"|"6434"|"MELLE"|637.9|153.7||301.3|439.7|345.8
"2023:06:04 08:40"|"6434"|"MELLE"|660|158.6||303.1|443.4|361
"2023:06:04 08:50"|"6434"|"MELLE"|680.3|162.3||304.4|447|375.4
"2023:06:04 09:00"|"6434"|"MELLE"|699.4|165.2||305.3|448.5|390.9
"2023:06:04 09:10"|"6434"|"MELLE"|719.8|168.6||306.7|452.1|405.8
"2023:06:04 09:20"|"6434"|"MELLE"|740|171.6||307.2|451.9|423.7
"2023:06:04 09:30"|"6434"|"MELLE"|758.2|175.2||308.7|457.5|434.2
"2023:06:04 09:40"|"6434"|"MELLE"|776.8|179.1||307.6|452.9|452.4
"2023:06:04 09:50"|"6434"|"MELLE"|792.8|181.8||310.5|462.7|458.8
"2023:06:04 10:00"|"6434"|"MELLE"|806.6|183.5||310.4|461.1|472.4
"2023:06:04 10:10"|"6434"|"MELLE"|822|186.5||310.9|460.2|486.2
"2023:06:04 10:20"|"6434"|"MELLE"|833.1|188.3||311.2|463.4|492.6
"2023:06:04 10:30"|"6434"|"MELLE"|842.7|190||313.7|470.3|496.1
"2023:06:04 10:40"|"6434"|"MELLE"|850|190.6||314.5|471.1|502.8
"2023:06:04 10:50"|"6434"|"MELLE"|858|191.3||315.5|473.9|508.3
"2023:06:04 11:00"|"6434"|"MELLE"|866.2|192.7||315.1|470.7|517.9
"2023:06:04 11:10"|"6434"|"MELLE"|871.9|194.3||315.9|471.3|522.2
"2023:06:04 11:20"|"6434"|"MELLE"|877.3|195.1||317.2|475.6|523.8
"2023:06:04 11:30"|"6434"|"MELLE"|877.4|194.5||318.3|477.5|523.7
"2023:06:04 11:40"|"6434"|"MELLE"|879|194.7||318.6|477.4|525.5
"2023:06:04 11:50"|"6434"|"MELLE"|877.7|194.5||319.5|479.6|523.1
"2023:06:04 12:00"|"6434"|"MELLE"|874.5|193.4||321|482.1|520
"2023:06:04 12:10"|"6434"|"MELLE"|869.3|192.3||322|481.5|517.5
"2023:06:04 12:20"|"6434"|"MELLE"|863.5|191.3||322.5|481.2|513.5
"2023:06:04 12:30"|"6434"|"MELLE"|860.1|191.5||321.7|479.2|511.2
"2023:06:04 12:40"|"6434"|"MELLE"|855.2|191.2||323.6|483.7|503.9
"2023:06:04 12:50"|"6434"|"MELLE"|845.6|188.4||323.5|479.9|500.9
"2023:06:04 13:00"|"6434"|"MELLE"|837.9|187.4||323.4|479|494.9
"2023:06:04 13:10"|"6434"|"MELLE"|826.3|186.5||324.6|480|484.4
"2023:06:04 13:20"|"6434"|"MELLE"|814.3|184.9||323.9|478.6|474.7
"2023:06:04 13:30"|"6434"|"MELLE"|804.8|182.6||323.6|476.5|469.3
"2023:06:04 13:40"|"6434"|"MELLE"|789.5|180.3||324.4|474.8|458.8
"2023:06:04 13:50"|"6434"|"MELLE"|773|176.9||325.9|477.6|444.4
"2023:06:04 14:00"|"6434"|"MELLE"|759.8|174.6||324.5|473.4|436.2
"2023:06:04 14:10"|"6434"|"MELLE"|744.3|172.6||324.5|472.8|423.3
"2023:06:04 14:20"|"6434"|"MELLE"|726.5|169.1||324.8|470.1|412
"2023:06:04 14:30"|"6434"|"MELLE"|704.5|163.9||325.9|471.5|395
"2023:06:04 14:40"|"6434"|"MELLE"|683|158.7||327.6|474.7|377.2
"2023:06:04 14:50"|"6434"|"MELLE"|661.4|154.2||327.8|472|363.1
"2023:06:04 15:00"|"6434"|"MELLE"|639.7|150.1||326.4|466.1|349.9
"2023:06:04 15:10"|"6434"|"MELLE"|621.1|147.5||326.4|460.6|339.4
"2023:06:04 15:20"|"6434"|"MELLE"|600.1|144.6||324.6|455.6|324.4
"2023:06:04 15:30"|"6434"|"MELLE"|577.5|139.6||325.6|456.8|306.7
"2023:06:04 15:40"|"6434"|"MELLE"|556.5|134.6||324.1|452.7|293.3
"2023:06:04 15:50"|"6434"|"MELLE"|534.5|131.2||323.6|448.6|278.3
"2023:06:04 16:00"|"6434"|"MELLE"|510.4|125.2||324.4|447.4|262.2
"2023:06:04 16:10"|"6434"|"MELLE"|488.6|121.4||321.8|440.6|248.3
"2023:06:04 16:20"|"6434"|"MELLE"|465.2|116.7||321.4|438.5|231.4
"2023:06:04 16:30"|"6434"|"MELLE"|438.8|111||320.1|434.9|213
"2023:06:04 16:40"|"6434"|"MELLE"|416.6|106.4||319.1|432.1|197.2
"2023:06:04 16:50"|"6434"|"MELLE"|388.4|100.1||318.9|430.6|176.6
"2023:06:04 17:00"|"6434"|"MELLE"|364|95||317.1|426.9|159.2
"2023:06:04 17:10"|"6434"|"MELLE"|337.1|89.5||316.4|423.8|140.2
"2023:06:04 17:20"|"6434"|"MELLE"|307.6|83||315|421.4|118.2
"2023:06:04 17:30"|"6434"|"MELLE"|282|77.9||313.8|418.3|99.5
"2023:06:04 17:40"|"6434"|"MELLE"|253.4|71.9||312.4|414.9|79.1
"2023:06:04 17:50"|"6434"|"MELLE"|225.9|65.8||311.7|412.5|59.3
"2023:06:04 18:00"|"6434"|"MELLE"|200.5|60.3||310.2|408.7|41.7
"2023:06:04 18:10"|"6434"|"MELLE"|177|55.1||309.3|406|25.1
"2023:06:04 18:20"|"6434"|"MELLE"|152.2|48.5||309|404|8.7
"2023:06:04 18:30"|"6434"|"MELLE"|128.8|42.3||308.1|401.1|-6.5
"2023:06:04 18:40"|"6434"|"MELLE"|106.3|36||307.7|398.5|-20.5
"2023:06:04 18:50"|"6434"|"MELLE"|84|29.4||306.9|396|-34.5
"2023:06:04 19:00"|"6434"|"MELLE"|63.5|22.5||306.5|393.4|-45.9
"2023:06:04 19:10"|"6434"|"MELLE"|46|16.3||305.7|391.5|-56.1
"2023:06:04 19:20"|"6434"|"MELLE"|27.9|8.5||305.2|388.6|-63.9
"2023:06:04 19:30"|"6434"|"MELLE"|15.4|3.5||304.5|385.6|-69.2
"2023:06:04 19:40"|"6434"|"MELLE"|4.9|0||303.5|384.2|-75
"2023:06:04 19:50"|"6434"|"MELLE"|0|0||302.4|382.8|-78.9
"2023:06:04 20:00"|"6434"|"MELLE"|0|0||301.5|381.1|-80.9
"2023:06:04 20:10"|"6434"|"MELLE"|0|0||300.6|379|-81.6
"2023:06:04 20:20"|"6434"|"MELLE"|0|0||299.7|377.2|-81.5
"2023:06:04 20:30"|"6434"|"MELLE"|0|0||299|377.1|-82.4
"2023:06:04 20:40"|"6434"|"MELLE"|0|0||298.2|375.6|-81.8
"2023:06:04 20:50"|"6434"|"MELLE"|0|0||297.7|374.8|-81.5
"2023:06:04 21:00"|"6434"|"MELLE"|0|0||297.4|374.4|-81.4
"2023:06:04 21:10"|"6434"|"MELLE"|0|0||297.4|373.8|-80.8
"2023:06:04 21:20"|"6434"|"MELLE"|0|0||297.1|372|-79.5
"2023:06:04 21:30"|"6434"|"MELLE"|0|0||297|371.4|-79
"2023:06:04 21:40"|"6434"|"MELLE"|0|0||296.5|369.8|-77.8
"2023:06:04 21:50"|"6434"|"MELLE"|0|0||296.1|369.3|-77.7
"2023:06:04 22:00"|"6434"|"MELLE"|0|0||296.1|369.3|-77.8
"2023:06:04 22:10"|"6434"|"MELLE"|0|0||296|370.2|-78.8
"2023:06:04 22:20"|"6434"|"MELLE"|0|0||295.8|371.3|-79.9
"2023:06:04 22:30"|"6434"|"MELLE"|0|0||295.4|370.3|-79.5
"2023:06:04 22:40"|"6434"|"MELLE"|0|0||294.5|369.5|-79.5
"2023:06:04 22:50"|"6434"|"MELLE"|0|0||293.7|369.6|-80.4
"2023:06:04 23:00"|"6434"|"MELLE"|0|0||293.4|368.1|-79.3
"2023:06:04 23:10"|"6434"|"MELLE"|0|0||292.7|364|-76.1
"2023:06:04 23:20"|"6434"|"MELLE"|0|0||292.1|365.3|-77.7
"2023:06:04 23:30"|"6434"|"MELLE"|0|0||291.4|364.2|-77.4
"2023:06:04 23:40"|"6434"|"MELLE"|0|0||291|362.8|-76.5
"2023:06:04 23:50"|"6434"|"MELLE"|0|0||290.3|362.5|-76.8
"2023:06:05 00:00"|"6434"|"MELLE"|0|0||289.6|363.2|-78
"2023:06:05 00:10"|"6434"|"MELLE"|0|0||289.2|363.6|-79
"2023:06:05 00:20"|"6434"|"MELLE"|0|0||288.9|361.8|-77.5
"2023:06:05 00:30"|"6434"|"MELLE"|0|0||288.3|360.3|-76.7
"2023:06:05 00:40"|"6434"|"MELLE"|0|0||287.6|359.5|-76.5
"2023:06:05 00:50"|"6434"|"MELLE"|0|0||287|358.9|-76.6
"2023:06:05 01:00"|"6434"|"MELLE"|0|0||286.2|357.8|-76.3
"2023:06:05 01:10"|"6434"|"MELLE"|0|0||285.7|357|-75.9
"2023:06:05 01:20"|"6434"|"MELLE"|0|0||285.1|356.1|-75.8
"2023:06:05 01:30"|"6434"|"MELLE"|0|0||284.9|354.7|-74.5
"2023:06:05 01:40"|"6434"|"MELLE"|0|0||284.5|356.3|-76.2
"2023:06:05 01:50"|"6434"|"MELLE"|0|0||283.9|356.1|-76.6
"2023:06:05 02:00"|"6434"|"MELLE"|0|0||283.3|356.4|-77.5
"2023:06:05 02:10"|"6434"|"MELLE"|0|0||283|357.1|-78.6
"2023:06:05 02:20"|"6434"|"MELLE"|0|0||283|356.5|-78.1
"2023:06:05 02:30"|"6434"|"MELLE"|0|0||282.5|356.1|-78.2
"2023:06:05 02:40"|"6434"|"MELLE"|0|0||282.5|356.4|-78.5
"2023:06:05 02:50"|"6434"|"MELLE"|0|0||282.5|356.6|-78.5
"2023:06:05 03:00"|"6434"|"MELLE"|0|0||282.3|355.5|-77.8
"2023:06:05 03:10"|"6434"|"MELLE"|0|0||281.9|353.5|-76
"2023:06:05 03:20"|"6434"|"MELLE"|0|0||281.7|353.1|-75.3
"2023:06:05 03:30"|"6434"|"MELLE"|0|0||281.5|353.1|-74.3
"2023:06:05 03:40"|"6434"|"MELLE"|0|0||281.1|353.7|-73.1
"2023:06:05 03:50"|"6434"|"MELLE"|0.2|0||280.9|353.6|-69.9
"2023:06:05 04:00"|"6434"|"MELLE"|6.7|0||280.8|353.6|-65
"2023:06:05 04:10"|"6434"|"MELLE"|13.1|1.7||280.9|354.2|-62
"2023:06:05 04:20"|"6434"|"MELLE"|25.4|6.9||281|356.7|-57.3
"2023:06:05 04:30"|"6434"|"MELLE"|49.4|13.3||281|358.8|-41.7
"2023:06:05 04:40"|"6434"|"MELLE"|67.1|21.1||280.9|360.6|-33.7
"2023:06:05 04:50"|"6434"|"MELLE"|85.3|25.7||280.8|361.8|-21.3
"2023:06:05 05:00"|"6434"|"MELLE"|107.1|30.8||281.2|363.6|-6.1
"2023:06:05 05:10"|"6434"|"MELLE"|130.6|36.6||282.1|366.3|9.8
"2023:06:05 05:20"|"6434"|"MELLE"|156.2|43.3||282.9|369.4|26.4
"2023:06:05 05:30"|"6434"|"MELLE"|182.8|50.1||283.3|371.7|44.2
"2023:06:05 05:40"|"6434"|"MELLE"|209.7|56.9||284.1|374.7|62.3
"2023:06:05 05:50"|"6434"|"MELLE"|236.9|63.1||284.9|377.7|81
"2023:06:05 06:00"|"6434"|"MELLE"|265.8|69.7||284.8|378.3|102.6
"2023:06:05 06:10"|"6434"|"MELLE"|294.4|76.4||285.7|381.3|122.3
"2023:06:05 06:20"|"6434"|"MELLE"|322.6|82.7||286.9|384.7|142.1
"2023:06:05 06:30"|"6434"|"MELLE"|349.2|88.1||288.8|390|159.9
"2023:06:05 06:40"|"6434"|"MELLE"|375.9|93.8||289.4|392.9|178.6
"2023:06:05 06:50"|"6434"|"MELLE"|402.6|100.3||289.7|393.5|198.5
"2023:06:05 07:00"|"6434"|"MELLE"|428.6|106.8||290.7|396.7|215.8
"2023:06:05 07:10"|"6434"|"MELLE"|450.1|111.3||293|403.7|228.1
"2023:06:05 07:20"|"6434"|"MELLE"|472.6|116.4||293.8|406.2|243.8
"2023:06:05 07:30"|"6434"|"MELLE"|495.9|121.9||294.9|408.9|260.1
"2023:06:05 07:40"|"6434"|"MELLE"|518.3|126.7||297.7|416.8|272.6
"2023:06:05 07:50"|"6434"|"MELLE"|541.4|130.7||300|422.3|288.4
"2023:06:05 08:00"|"6434"|"MELLE"|565.2|135||298.9|421.6|307.5
"2023:06:05 08:10"|"6434"|"MELLE"|587.2|140.5||299.6|422.9|323.4
"2023:06:05 08:20"|"6434"|"MELLE"|609|145.1||301.1|427.5|337.4
"2023:06:05 08:30"|"6434"|"MELLE"|629.5|149.1||302.7|432.2|350.9
